Group,Method,NoiseLevel,MeanProbability,StdProbability,CorrectRate
converter,conditioning_noise,0.0,0.9855231833457947,0.00050057551336632,1.0
converter,conditioning_noise,0.05,0.9846429193019867,0.005699844879869934,0.58
converter,conditioning_noise,0.1,0.9809390556812286,0.01321037149351184,0.5
converter,conditioning_noise,0.2,0.9815481305122375,0.021758323163905937,0.64
converter,conditioning_noise,0.3,0.9792310166358947,0.020392173844262354,0.54
converter,edge_perturbation,0.0,0.9855231833457947,0.0005005755133662975,1.0
converter,edge_perturbation,0.05,0.9795767724514007,0.02300256015400564,0.7
converter,edge_perturbation,0.1,0.9730719637870788,0.030731356665580016,0.6
converter,edge_perturbation,0.2,0.974433742761612,0.02518233703033182,0.52
converter,edge_perturbation,0.3,0.978155335187912,0.020947587610854575,0.6
converter,feature_noise,0.0,0.9855231881141663,0.0005005786087115127,1.0
converter,feature_noise,0.05,0.9853851509094238,0.0008221251936978735,0.94
converter,feature_noise,0.1,0.9854097282886505,0.0011712823417049285,0.94
converter,feature_noise,0.2,0.9847532260417938,0.002460131475395361,0.82
converter,feature_noise,0.3,0.9836716723442077,0.0036104802344300193,0.6
converter,matrix_noise_rebuild,0.0,0.9911955142021179,0.007853665279306726,0.8
converter,matrix_noise_rebuild,0.05,0.9913613021373748,0.008210615273391508,0.72
converter,matrix_noise_rebuild,0.1,0.9877882063388824,0.012474150849969064,0.64
converter,matrix_noise_rebuild,0.2,0.9895500195026398,0.007556045439204142,0.72
converter,matrix_noise_rebuild,0.3,0.9847919690608978,0.013627203285134884,0.62
non_converter,conditioning_noise,0.0,0.8391828310489654,0.15312713701884795,1.0
non_converter,conditioning_noise,0.05,0.8427960729598999,0.15325617615707657,0.86
non_converter,conditioning_noise,0.1,0.8231593418121338,0.18503498566913834,0.84
non_converter,conditioning_noise,0.2,0.8599349987506867,0.1673164181220692,0.86
non_converter,conditioning_noise,0.3,0.8442373543977737,0.1658023680152258,0.68
non_converter,edge_perturbation,0.0,0.8391828465461731,0.15312712240319662,1.0
non_converter,edge_perturbation,0.05,0.7798666033148766,0.2513356477416445,0.96
non_converter,edge_perturbation,0.1,0.7847314837574959,0.25614017793012234,0.86
non_converter,edge_perturbation,0.2,0.7919037395715713,0.22901432720134904,0.8
non_converter,edge_perturbation,0.3,0.8654270845651627,0.15222801122230714,0.8
non_converter,feature_noise,0.0,0.8391828453540802,0.153127129371765,1.0
non_converter,feature_noise,0.05,0.8396250927448272,0.15420074660131133,0.98
non_converter,feature_noise,0.1,0.8344572246074676,0.16420884093366367,0.92
non_converter,feature_noise,0.2,0.7964686286449433,0.21377767437728076,0.86
non_converter,feature_noise,0.3,0.8074934077262879,0.2169190676108438,0.9
non_converter,matrix_noise_rebuild,0.0,0.8858863496780396,0.18326322421000152,0.8
non_converter,matrix_noise_rebuild,0.05,0.9062414473295212,0.13356758889484777,0.78
non_converter,matrix_noise_rebuild,0.1,0.9039485502243042,0.15591300913860234,0.78
non_converter,matrix_noise_rebuild,0.2,0.8863513568043708,0.195751131788522,0.74
non_converter,matrix_noise_rebuild,0.3,0.8665389487147331,0.23241198521363324,0.74
